Date,Team,Acquired,Player,Injury,Duration,Injury_Description,Injured_Area,Injury_Reason,Next_Appearance,Days_Between,Estimated_Duration_Days,Body_Part_Group,Injury_Reason_Group,Direction,Injury_Combined
2014-04-16,Celtics,,Vitor Faverani,knee injury (DNP),DNP,knee injury,knee,injury,,,,knee_region,injury,unspecified,knee_region_injury
2012-03-18,Hawks,,Vladimir Radmanovic,back injury (DNP),DNP,back injury,back,injury,2012-03-18,0.0,0.0,spine_torso,injury,unspecified,spine_torso_injury
2012-03-18,Hawks,,Vladimir Radmanovic,sore back (DNP),DNP,sore back,back,sore,2012-03-19,1.0,1.0,spine_torso,pain_discomfort,unspecified,spine_torso_pain_discomfort
2012-03-19,Hawks,,Vladimir Radmanovic,sore back (DNP),DNP,sore back,back,sore,2012-03-21,2.0,2.0,spine_torso,pain_discomfort,unspecified,spine_torso_pain_discomfort
2012-03-21,Hawks,,Vladimir Radmanovic,sore back (DNP),DNP,sore back,back,sore,2012-03-23,2.0,2.0,spine_torso,pain_discomfort,unspecified,spine_torso_pain_discomfort
2012-03-23,Hawks,,Vladimir Radmanovic,sore back (DNP),DNP,sore back,back,sore,2012-03-25,2.0,2.0,spine_torso,pain_discomfort,unspecified,spine_torso_pain_discomfort
2012-03-25,Hawks,,Vladimir Radmanovic,back injury (DNP),DNP,back injury,back,injury,2012-03-28,3.0,3.0,spine_torso,injury,unspecified,spine_torso_injury
2012-03-28,Hawks,,Vladimir Radmanovic,sore back (DNP),DNP,sore back,back,sore,2012-03-30,2.0,2.0,spine_torso,pain_discomfort,unspecified,spine_torso_pain_discomfort
2012-03-30,Hawks,,Vladimir Radmanovic,sore back (DNP),DNP,sore back,back,sore,2012-03-31,1.0,1.0,spine_torso,pain_discomfort,unspecified,spine_torso_pain_discomfort
2012-03-31,Hawks,,Vladimir Radmanovic,back injury (DNP),DNP,back injury,back,injury,,,,spine_torso,injury,unspecified,spine_torso_injury
2023-08-05,Nuggets,,Vlatko Cancar,torn ACL in left knee (out for season),out for season,torn ACL in left knee,left knee,torn,,,,knee_region,strain_sprain_tear,left,knee_region_strain_sprain_tear
2011-03-06,Celtics,,Von Wafer,sprained right calf (DNP),DNP,sprained right calf,right calf,sprain,2011-03-09,3.0,3.0,lower_leg,strain_sprain_tear,right,lower_leg_strain_sprain_tear
2011-03-09,Celtics,,Von Wafer,strained right calf (DNP),DNP,strained right calf,right calf,strain,2011-03-11,2.0,2.0,lower_leg,strain_sprain_tear,right,lower_leg_strain_sprain_tear
2011-03-11,Celtics,,Von Wafer,strained right calf (DNP),DNP,strained right calf,right calf,strain,2011-03-13,2.0,2.0,lower_leg,strain_sprain_tear,right,lower_leg_strain_sprain_tear
2011-03-13,Celtics,,Von Wafer,strained right calf (DNP),DNP,strained right calf,right calf,strain,2011-03-14,1.0,1.0,lower_leg,strain_sprain_tear,right,lower_leg_strain_sprain_tear
2011-03-14,Celtics,,Von Wafer,strained right calf (DNP),DNP,strained right calf,right calf,strain,,,,lower_leg,strain_sprain_tear,right,lower_leg_strain_sprain_tear
2023-12-11,Jazz,,Walker Kessler,sore right foot (DTD),DTD,sore right foot,right foot,sore,,,,ankle_foot,pain_discomfort,right,ankle_foot_pain_discomfort
2017-05-13,Cavaliers,,Walter Tavares / Edy Tavares,fractured right hand (out for season),out for season,fractured right hand,right hand,fracture,,,,wrist_hand,bone_injury,right,wrist_hand_bone_injury
2010-03-03,Timberwolves,,Wayne Ellington,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2010-11-10,252.0,252.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2010-11-10,Timberwolves,,Wayne Ellington,thigh injury (DTD),DTD,thigh injury,thigh,injury,2010-11-14,4.0,4.0,upper_leg,injury,unspecified,upper_leg_injury
2010-11-14,Timberwolves,,Wayne Ellington,bruised left thigh (DNP),DNP,bruised left thigh,left thigh,bruise,2010-11-15,1.0,1.0,upper_leg,bruise_contusion,left,upper_leg_bruise_contusion
2010-11-15,Timberwolves,,Wayne Ellington,bruised left thigh (DNP),DNP,bruised left thigh,left thigh,bruise,2012-04-11,513.0,513.0,upper_leg,bruise_contusion,left,upper_leg_bruise_contusion
2012-04-11,Timberwolves,,Wayne Ellington,back spasms (DNP),DNP,back spasms,back,spasms,2012-04-12,1.0,1.0,spine_torso,muscle_issue,unspecified,spine_torso_muscle_issue
2012-04-12,Timberwolves,,Wayne Ellington,back spasms (DNP),DNP,back spasms,back,spasms,2013-03-15,337.0,337.0,spine_torso,muscle_issue,unspecified,spine_torso_muscle_issue
2013-03-15,Cavaliers,,Wayne Ellington,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2013-11-12,242.0,242.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2013-11-12,Mavericks,,Wayne Ellington,bruised right thigh (DNP),DNP,bruised right thigh,right thigh,bruise,2013-11-15,3.0,3.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2013-11-15,Mavericks,,Wayne Ellington,bruised right thigh (DNP),DNP,bruised right thigh,right thigh,bruise,2013-11-16,1.0,1.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2013-11-16,Mavericks,,Wayne Ellington,bruised right thigh (DNP),DNP,bruised right thigh,right thigh,bruise,2013-11-18,2.0,2.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2013-11-18,Mavericks,,Wayne Ellington,bruised right thigh (DNP),DNP,bruised right thigh,right thigh,bruise,2013-11-20,2.0,2.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2013-11-20,Mavericks,,Wayne Ellington,bruised right thigh (DNP),DNP,bruised right thigh,right thigh,bruise,2014-10-28,342.0,342.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2014-10-28,Lakers,,Wayne Ellington,concussion (DTD),DTD,concussion,unknown,concussion,2015-04-02,156.0,7.0,other,impact_injury,unspecified,other_impact_injury
2015-04-02,Lakers,,Wayne Ellington,separated right shoulder (DTD),DTD,separated right shoulder,right shoulder,unknown,2016-10-24,571.0,7.0,shoulder_region,other,right,shoulder_region_other
2016-10-24,Heat,,Wayne Ellington,strained right quadriceps (DTD),DTD,strained right quadriceps,right quadriceps,strain,2016-12-17,54.0,7.0,upper_leg,strain_sprain_tear,right,upper_leg_strain_sprain_tear
2016-12-17,Heat,,Wayne Ellington,strained right hamstring (DTD),DTD,strained right hamstring,right hamstring,strain,2018-02-07,417.0,7.0,upper_leg,strain_sprain_tear,right,upper_leg_strain_sprain_tear
2018-02-07,Heat,,Wayne Ellington,strained right shoulder (DTD),DTD,strained right shoulder,right shoulder,strain,2018-03-01,22.0,7.0,shoulder_region,strain_sprain_tear,right,shoulder_region_strain_sprain_tear
2018-03-01,Heat,,Wayne Ellington,bruised left quadricep (DTD),DTD,bruised left quadricep,left quad,bruise,2018-10-17,230.0,7.0,upper_leg,bruise_contusion,left,upper_leg_bruise_contusion
2018-10-17,Heat,,Wayne Ellington,sore left ankle (DTD),DTD,sore left ankle,left ankle,sore,2021-03-31,896.0,7.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2021-03-31,Pistons,,Wayne Ellington,right calf injury (DTD),DTD,right calf injury,right calf,injury,2021-05-09,39.0,7.0,lower_leg,injury,right,lower_leg_injury
2021-05-09,Pistons,,Wayne Ellington,calf injury (out for season),out for season,calf injury,calf,injury,2021-10-18,162.0,162.0,lower_leg,injury,unspecified,lower_leg_injury
2021-10-18,Lakers,,Wayne Ellington,strained left hamstring (DTD),DTD,strained left hamstring,left hamstring,strain,,,,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2017-11-04,Grizzlies,,Wayne Selden Jr.,right quadricep injury (DTD),DTD,right quadricep injury,right quad,injury,2017-11-07,3.0,3.0,upper_leg,injury,right,upper_leg_injury
2017-11-07,Grizzlies,,Wayne Selden Jr.,right thigh injury (DTD),DTD,right thigh injury,right thigh,injury,2017-11-17,10.0,7.0,upper_leg,injury,right,upper_leg_injury
2017-11-17,Grizzlies,,Wayne Selden Jr.,right quadricep injury (DTD),DTD,right quadricep injury,right quad,injury,2018-02-10,85.0,7.0,upper_leg,injury,right,upper_leg_injury
2018-02-10,Grizzlies,,Wayne Selden Jr.,sore right knee (DTD),DTD,sore right knee,right knee,sore,2018-03-03,21.0,7.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2018-03-03,Grizzlies,,Wayne Selden Jr.,sore right knee (DTD),DTD,sore right knee,right knee,sore,2018-04-03,31.0,7.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2018-04-03,Grizzlies,,Wayne Selden Jr.,sore right knee (out for season),out for season,sore right knee,right knee,sore,2018-12-02,243.0,243.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2018-12-02,Grizzlies,,Wayne Selden Jr.,sore left knee (DTD),DTD,sore left knee,left knee,sore,,,,knee_region,pain_discomfort,left,knee_region_pain_discomfort
2019-01-16,Bulls,,Wendell Carter Jr.,sprained left thumb (out for season),out for season,sprained left thumb,left thumb,sprain,2020-01-07,356.0,356.0,wrist_hand,strain_sprain_tear,left,wrist_hand_strain_sprain_tear
2020-01-07,Bulls,,Wendell Carter Jr.,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2021-04-22,471.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2021-04-22,Magic,,Wendell Carter Jr.,sore right ankle (DTD),DTD,sore right ankle,right ankle,sore,2021-05-05,13.0,7.0,ankle_foot,pain_discomfort,right,ankle_foot_pain_discomfort
2021-05-05,Magic,,Wendell Carter Jr.,left eye abrasion (DTD),DTD,left eye abrasion,left eye,abrasion,2021-05-16,11.0,7.0,head_region,cut_wound,left,head_region_cut_wound
2021-05-16,Magic,,Wendell Carter Jr.,left eye injury (out for season),out for season,left eye injury,left eye,injury,2021-12-18,216.0,216.0,head_region,injury,left,head_region_injury
2021-12-18,Magic,,Wendell Carter Jr.,right leg injury (DTD),DTD,right leg injury,right leg,injury,2022-01-08,21.0,7.0,other,injury,right,other_injury
2022-01-08,Magic,,Wendell Carter Jr.,left hamstring injury (DTD),DTD,left hamstring injury,left hamstring,injury,2022-11-16,312.0,7.0,upper_leg,injury,left,upper_leg_injury
2022-11-16,Magic,,Wendell Carter Jr.,right foot injury (DTD),DTD,right foot injury,right foot,injury,2023-12-29,408.0,7.0,ankle_foot,injury,right,ankle_foot_injury
2023-12-29,Magic,,Wendell Carter Jr.,right knee tendinitis (DTD),DTD,right knee tendinitis,right knee,unknown,2024-01-05,7.0,7.0,knee_region,other,right,knee_region_other
2024-01-05,Magic,,Wendell Carter Jr.,right knee tendinitis (DTD),DTD,right knee tendinitis,right knee,unknown,2024-01-09,4.0,4.0,knee_region,other,right,knee_region_other
2024-01-09,Magic,,Wendell Carter Jr.,right knee tendinitis (DTD),DTD,right knee tendinitis,right knee,unknown,2024-03-06,57.0,7.0,knee_region,other,right,knee_region_other
2024-03-06,Magic,,Wendell Carter Jr.,sore right knee (DTD),DTD,sore right knee,right knee,sore,2024-11-01,240.0,7.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2024-11-01,Magic,,Wendell Carter Jr.,right knee tendinitis (DTD),DTD,right knee tendinitis,right knee,unknown,,,,knee_region,other,right,knee_region_other
2024-02-12,Timberwolves,,Wendell Moore Jr.,sore left knee (DTD),DTD,sore left knee,left knee,sore,,,,knee_region,pain_discomfort,left,knee_region_pain_discomfort
2020-08-29,Blazers,,Wenyen Gabriel,right quadricep injury (out for season),out for season,right quadricep injury,right quad,injury,2020-12-22,115.0,115.0,upper_leg,injury,right,upper_leg_injury
2020-12-22,Pelicans,,Wenyen Gabriel,right knee injury (DTD),DTD,right knee injury,right knee,injury,,,,knee_region,injury,right,knee_region_injury
2021-05-14,Pelicans,,Wesley Iwundu / Wes Iwundu,sprained left shoulder (out for season),out for season,sprained left shoulder,left shoulder,sprain,,,,shoulder_region,strain_sprain_tear,left,shoulder_region_strain_sprain_tear
2015-01-05,Lakers,,Wesley Johnson / Wes Johnson,strained right hip flexor (DTD),DTD,strained right hip flexor,right hip,strain,2015-04-13,98.0,7.0,hip_pelvis,strain_sprain_tear,right,hip_pelvis_strain_sprain_tear
2015-04-13,Lakers,,Wesley Johnson / Wes Johnson,sprained left ankle (out for season),out for season,sprained left ankle,left ankle,sprain,2016-04-06,359.0,359.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2016-04-06,Clippers,,Wesley Johnson / Wes Johnson,foot injury (DTD),DTD,foot injury,foot,injury,2017-12-18,621.0,7.0,ankle_foot,injury,unspecified,ankle_foot_injury
2017-12-18,Clippers,,Wesley Johnson / Wes Johnson,sore left foot (DTD),DTD,sore left foot,left foot,sore,,,,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2012-12-10,Blazers,,Wesley Matthews / Wes Matthews Jr.,bruised left hip (DNP),DNP,bruised left hip,left hip,bruise,2012-12-23,13.0,13.0,hip_pelvis,bruise_contusion,left,hip_pelvis_bruise_contusion
2012-12-23,Blazers,,Wesley Matthews / Wes Matthews Jr.,left hip injury (DNP),DNP,left hip injury,left hip,injury,2013-02-02,41.0,41.0,hip_pelvis,injury,left,hip_pelvis_injury
2013-02-02,Blazers,,Wesley Matthews / Wes Matthews Jr.,sprained right ankle (DNP),DNP,sprained right ankle,right ankle,sprain,2016-11-02,1369.0,1369.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2016-11-02,Mavericks,,Wesley Matthews / Wes Matthews Jr.,sore foot (DTD),DTD,sore foot,foot,sore,2017-01-23,82.0,7.0,ankle_foot,pain_discomfort,unspecified,ankle_foot_pain_discomfort
2017-01-23,Mavericks,,Wesley Matthews / Wes Matthews Jr.,strained right hip (DTD),DTD,strained right hip,right hip,strain,2017-02-28,36.0,7.0,hip_pelvis,strain_sprain_tear,right,hip_pelvis_strain_sprain_tear
2017-02-28,Mavericks,,Wesley Matthews / Wes Matthews Jr.,right hip injury (DTD),DTD,right hip injury,right hip,injury,2018-03-11,376.0,7.0,hip_pelvis,injury,right,hip_pelvis_injury
2018-03-11,Mavericks,,Wesley Matthews / Wes Matthews Jr.,fractured right fibula (out for season),out for season,fractured right fibula,right fibula,fracture,2018-11-16,250.0,250.0,lower_leg,bone_injury,right,lower_leg_bone_injury
2018-11-16,Mavericks,,Wesley Matthews / Wes Matthews Jr.,strained left hamstring (DTD),DTD,strained left hamstring,left hamstring,strain,2018-12-27,41.0,7.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2018-12-27,Mavericks,,Wesley Matthews / Wes Matthews Jr.,sore right foot (DTD),DTD,sore right foot,right foot,sore,2019-04-09,103.0,7.0,ankle_foot,pain_discomfort,right,ankle_foot_pain_discomfort
2019-04-09,Pacers,,Wesley Matthews / Wes Matthews Jr.,toe injury (DTD),DTD,toe injury,toe,injury,2021-04-04,726.0,7.0,ankle_foot,injury,unspecified,ankle_foot_injury
2021-04-04,Lakers,,Wesley Matthews / Wes Matthews Jr.,strained neck (DTD),DTD,strained neck,neck,strain,2022-02-15,317.0,7.0,spine_torso,strain_sprain_tear,unspecified,spine_torso_strain_sprain_tear
2022-02-15,Bucks,,Wesley Matthews / Wes Matthews Jr.,toe injury (DTD),DTD,toe injury,toe,injury,2024-04-10,785.0,7.0,ankle_foot,injury,unspecified,ankle_foot_injury
2024-04-10,Hawks,,Wesley Matthews / Wes Matthews Jr.,right hamstring injury (DTD),DTD,right hamstring injury,right hamstring,injury,,,,upper_leg,injury,right,upper_leg_injury
2016-11-01,Nuggets,,Will Barton,sore/sprained left ankle (DTD),DTD,sore/sprained left ankle,left ankle,sprain,2017-01-31,91.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2017-01-31,Nuggets,,Will Barton,sore left ankle (DTD),DTD,sore left ankle,left ankle,sore,2020-02-05,1100.0,7.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2020-02-05,Nuggets,,Will Barton,right knee inflammation (DTD),DTD,right knee inflammation,right knee,inflammation,2022-09-30,968.0,7.0,knee_region,inflammation,right,knee_region_inflammation
2022-09-30,Wizards,,Will Barton,tightness in lower back (DTD),DTD,tightness in lower back,lower lower back,unknown,2022-12-09,70.0,7.0,spine_torso,other,lower,spine_torso_other
2022-12-09,Wizards,,Will Barton,foot injury (DTD),DTD,foot injury,foot,injury,,,,ankle_foot,injury,unspecified,ankle_foot_injury
2010-10-29,Pistons,,Will Bynum,sore right hamstring (DNP),DNP,sore right hamstring,right hamstring,sore,2010-10-30,1.0,1.0,upper_leg,pain_discomfort,right,upper_leg_pain_discomfort
2010-10-30,Pistons,,Will Bynum,sore right hamstring (DNP),DNP,sore right hamstring,right hamstring,sore,2010-11-02,3.0,3.0,upper_leg,pain_discomfort,right,upper_leg_pain_discomfort
2010-11-02,Pistons,,Will Bynum,sore right hamstring (DNP),DNP,sore right hamstring,right hamstring,sore,2010-11-03,1.0,1.0,upper_leg,pain_discomfort,right,upper_leg_pain_discomfort
2010-11-03,Pistons,,Will Bynum,sore right hamstring (DNP),DNP,sore right hamstring,right hamstring,sore,2011-04-08,156.0,156.0,upper_leg,pain_discomfort,right,upper_leg_pain_discomfort
2011-04-08,Pistons,,Will Bynum,strained right knee (DNP),DNP,strained right knee,right knee,strain,2011-04-10,2.0,2.0,knee_region,strain_sprain_tear,right,knee_region_strain_sprain_tear
2011-04-10,Pistons,,Will Bynum,strained right knee (DNP),DNP,strained right knee,right knee,strain,2011-04-11,1.0,1.0,knee_region,strain_sprain_tear,right,knee_region_strain_sprain_tear
2011-04-11,Pistons,,Will Bynum,strained right knee (DNP),DNP,strained right knee,right knee,strain,2011-04-13,2.0,2.0,knee_region,strain_sprain_tear,right,knee_region_strain_sprain_tear
2011-04-13,Pistons,,Will Bynum,strained right knee (DNP),DNP,strained right knee,right knee,strain,2012-01-15,277.0,277.0,knee_region,strain_sprain_tear,right,knee_region_strain_sprain_tear
2012-01-15,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-01-17,2.0,2.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-01-17,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-01-18,1.0,1.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-01-18,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-01-20,2.0,2.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-01-20,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-01-21,1.0,1.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-01-21,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-01-23,2.0,2.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-01-23,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-01-25,2.0,2.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-01-25,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-01-27,2.0,2.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-01-27,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-01-28,1.0,1.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-01-28,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-01-30,2.0,2.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-01-30,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-01-31,1.0,1.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-01-31,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-02-01,1.0,1.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-02-01,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2012-02-04,3.0,3.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-02-04,Pistons,,Will Bynum,strained right foot (DNP),DNP,strained right foot,right foot,strain,2013-03-26,416.0,416.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2013-03-26,Pistons,,Will Bynum,strained right hand (DNP),DNP,strained right hand,right hand,strain,2013-03-31,5.0,5.0,wrist_hand,strain_sprain_tear,right,wrist_hand_strain_sprain_tear
2013-03-31,Pistons,,Will Bynum,strained right hand (DNP),DNP,strained right hand,right hand,strain,2013-04-01,1.0,1.0,wrist_hand,strain_sprain_tear,right,wrist_hand_strain_sprain_tear
2013-04-01,Pistons,,Will Bynum,strained right hand (DNP),DNP,strained right hand,right hand,strain,2013-04-03,2.0,2.0,wrist_hand,strain_sprain_tear,right,wrist_hand_strain_sprain_tear
2013-04-03,Pistons,,Will Bynum,strained right hand (DNP),DNP,strained right hand,right hand,strain,2013-04-06,3.0,3.0,wrist_hand,strain_sprain_tear,right,wrist_hand_strain_sprain_tear
2013-04-06,Pistons,,Will Bynum,strained right hand (DNP),DNP,strained right hand,right hand,strain,,,,wrist_hand,strain_sprain_tear,right,wrist_hand_strain_sprain_tear
2015-12-03,Kings,,Willie Cauley-Stein,dislocated right index finger (out indefinitely),out indefinitely,dislocated right index finger,right index finger,unknown,2016-01-05,33.0,33.0,wrist_hand,other,right,wrist_hand_other
2016-01-05,Kings,,Willie Cauley-Stein,lacerated right middle finger (DTD),DTD,lacerated right middle finger,right middle finger,unknown,2017-12-02,697.0,7.0,wrist_hand,other,right,wrist_hand_other
2017-12-02,Kings,,Willie Cauley-Stein,sore back (DTD),DTD,sore back,back,sore,2017-12-05,3.0,3.0,spine_torso,pain_discomfort,unspecified,spine_torso_pain_discomfort
2017-12-05,Kings,,Willie Cauley-Stein,strained lower back (DTD),DTD,strained lower back,lower lower back,strain,2018-01-26,52.0,7.0,spine_torso,strain_sprain_tear,lower,spine_torso_strain_sprain_tear
2018-01-26,Kings,,Willie Cauley-Stein,bruised right knee (DTD),DTD,bruised right knee,right knee,bruise,,,,knee_region,bruise_contusion,right,knee_region_bruise_contusion
2012-03-02,Hawks,,Willie Green,lower back spasms (DNP),DNP,lower back spasms,lower lower back,spasms,2012-03-03,1.0,1.0,spine_torso,muscle_issue,lower,spine_torso_muscle_issue
2012-03-03,Hawks,,Willie Green,lower back spasms (DNP),DNP,lower back spasms,lower lower back,spasms,2012-03-09,6.0,6.0,spine_torso,muscle_issue,lower,spine_torso_muscle_issue
2012-03-09,Hawks,,Willie Green,lower back spasms (DNP),DNP,lower back spasms,lower lower back,spasms,2012-03-16,7.0,7.0,spine_torso,muscle_issue,lower,spine_torso_muscle_issue
2012-03-16,Hawks,,Willie Green,hamstring injury (DNP),DNP,hamstring injury,hamstring,injury,2012-03-18,2.0,2.0,upper_leg,injury,unspecified,upper_leg_injury
2012-03-18,Hawks,,Willie Green,hamstring injury (DNP),DNP,hamstring injury,hamstring,injury,2012-12-03,260.0,260.0,upper_leg,injury,unspecified,upper_leg_injury
2012-12-03,Clippers,,Willie Green,knee injury (DNP),DNP,knee injury,knee,injury,2015-03-11,828.0,828.0,knee_region,injury,unspecified,knee_region_injury
2015-03-11,Magic,,Willie Green,lower back spasms (DTD),DTD,lower back spasms,lower lower back,spasms,,,,spine_torso,muscle_issue,lower,spine_torso_muscle_issue
2015-10-15,Nets,,Willie Reed,torn ligament in right thumb (surgery) (out indefinitely),surgery,torn ligament in right thumb,right ligament,torn,2016-02-09,117.0,117.0,other,strain_sprain_tear,right,other_strain_sprain_tear
2016-02-09,Nets,,Willie Reed,sore groin (DTD) (Y),DTD,sore groin,groin,sore,2016-03-14,34.0,7.0,hip_pelvis,pain_discomfort,unspecified,hip_pelvis_pain_discomfort
2016-03-14,Nets,,Willie Reed,sore left knee (DTD),DTD,sore left knee,left knee,sore,2016-11-20,251.0,7.0,knee_region,pain_discomfort,left,knee_region_pain_discomfort
2016-11-20,Heat,,Willie Reed,hyperextended right knee (DTD),DTD,hyperextended right knee,right knee,hyperextended,2017-01-13,54.0,7.0,knee_region,other,right,knee_region_other
2017-01-13,Heat,,Willie Reed,bruised sternum (DTD),DTD,bruised sternum,unknown,bruise,2017-02-26,44.0,7.0,other,bruise_contusion,unspecified,other_bruise_contusion
2017-02-26,Heat,,Willie Reed,bursitis in right ankle / strained calf (DTD),DTD,bursitis in right ankle / strained calf,right ankle,bursitis,,,,ankle_foot,inflammation,right,ankle_foot_inflammation
2010-03-17,Knicks,,Wilson Chandler,sore left groin (DNP),DNP,sore left groin,left groin,sore,2010-03-19,2.0,2.0,hip_pelvis,pain_discomfort,left,hip_pelvis_pain_discomfort
2010-03-19,Knicks,,Wilson Chandler,sore left groin (DNP),DNP,sore left groin,left groin,sore,2010-03-21,2.0,2.0,hip_pelvis,pain_discomfort,left,hip_pelvis_pain_discomfort
2010-03-21,Knicks,,Wilson Chandler,sore left groin (DNP),DNP,sore left groin,left groin,sore,2010-03-23,2.0,2.0,hip_pelvis,pain_discomfort,left,hip_pelvis_pain_discomfort
2010-03-23,Knicks,,Wilson Chandler,sore left groin (DNP),DNP,sore left groin,left groin,sore,2010-03-26,3.0,3.0,hip_pelvis,pain_discomfort,left,hip_pelvis_pain_discomfort
2010-03-26,Knicks,,Wilson Chandler,sore left groin (DNP),DNP,sore left groin,left groin,sore,2010-03-29,3.0,3.0,hip_pelvis,pain_discomfort,left,hip_pelvis_pain_discomfort
2010-03-29,Knicks,,Wilson Chandler,sore left groin (DNP),DNP,sore left groin,left groin,sore,2010-03-31,2.0,2.0,hip_pelvis,pain_discomfort,left,hip_pelvis_pain_discomfort
2010-03-31,Knicks,,Wilson Chandler,sore left groin (DNP),DNP,sore left groin,left groin,sore,2011-01-30,305.0,305.0,hip_pelvis,pain_discomfort,left,hip_pelvis_pain_discomfort
2011-01-30,Knicks,,Wilson Chandler,sore left calf (DNP),DNP,sore left calf,left calf,sore,2011-04-09,69.0,69.0,lower_leg,pain_discomfort,left,lower_leg_pain_discomfort
2011-04-09,Nuggets,,Wilson Chandler,sore left ankle (DNP),DNP,sore left ankle,left ankle,sore,2012-04-01,358.0,358.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2012-04-01,Nuggets,,Wilson Chandler,strained left groin (DTD),DTD,strained left groin,left groin,strain,2012-04-04,3.0,3.0,hip_pelvis,strain_sprain_tear,left,hip_pelvis_strain_sprain_tear
2012-04-04,Nuggets,,Wilson Chandler,strained left groin (DNP),DNP,strained left groin,left groin,strain,2012-04-06,2.0,2.0,hip_pelvis,strain_sprain_tear,left,hip_pelvis_strain_sprain_tear
2012-04-06,Nuggets,,Wilson Chandler,strained left groin (DNP),DNP,strained left groin,left groin,strain,2012-11-15,223.0,223.0,hip_pelvis,strain_sprain_tear,left,hip_pelvis_strain_sprain_tear
2012-11-15,Nuggets,,Wilson Chandler,hip injury (DTD),DTD,hip injury,hip,injury,2013-01-28,74.0,7.0,hip_pelvis,injury,unspecified,hip_pelvis_injury
2013-01-28,Nuggets,,Wilson Chandler,strained groin (DNP) (CBC P),DNP,strained groin,groin,strain,2013-02-12,15.0,15.0,hip_pelvis,strain_sprain_tear,unspecified,hip_pelvis_strain_sprain_tear
2013-02-12,Nuggets,,Wilson Chandler,tightness in left groin (DNP),DNP,tightness in left groin,left groin,unknown,2014-01-09,331.0,331.0,hip_pelvis,other,left,hip_pelvis_other
